"GeneSymbol","G401_Empty_Day3_A","G401_Empty_Day3_B","G401_BAF47_Day3_A","G401_BAF47_Day3_B"
"TJP3",46,70,94,113
"TK1",1830,1691,1325,1384
"TK2",441,490,361,366
"TKFC",396,354,334,297
"TKT",13575,12584,11927,11898
"TKTL1",9,10,2,1
"TKTL2",0,0,0,0
"TLCD1",416,350,208,249
"TLCD2",177,105,153,231
"TLDC1",881,770,1452,1267
"TLDC2",61,86,91,103
"TLE1",655,672,899,882
"TLE2",431,417,416,520
"TLE3",1447,1404,1488,1566
"TLE4",664,642,563,434
"TLE6",90,73,47,53
"TLK1",1299,1144,1103,913
"TLK2",1527,1346,1152,1325
"TLL1",2,2,0,2
"TLL2",156,134,125,146
"TLN1",4996,4877,5762,5689
"TLN2",336,334,1155,1386
"TLR1",0,1,0,0
"TLR10",0,0,1,0
"TLR2",0,0,0,0
"TLR3",6,1,21,7
"TLR4",0,0,53,21
"TLR5",10,7,2,1
"TLR6",5,4,4,3
"TLR7",6,4,12,3
"TLR8",0,1,1,0
"TLR8-AS1",32,33,13,19
"TLR9",4,5,1,0
"TLX1",0,0,4,9
"TLX1NB",0,0,2,3
"TLX2",11,11,1,0
"TLX3",0,1,2,1
"TM2D1",326,260,252,264
"TM2D2",1507,1231,1564,1648
"TM2D3",699,695,446,405
"TM4SF1",49048,43564,11273,12844
"TM4SF1-AS1",91,75,18,13
"TM4SF18",830,718,1600,1354
"TM4SF19",11,8,24,21
"TM4SF19-AS1",15,12,22,14
"TM4SF19-TCTEX1D2",152,115,130,106
"TM4SF20",0,1,2,2
"TM4SF4",7,5,29,7
"TM4SF5",0,1,0,1
"TM6SF1",26,39,28,31
"TM6SF2",17,16,37,50
"TM7SF2",278,233,650,614
"TM7SF3",3889,3552,3630,3336
"TM9SF1",908,881,783,871
"TM9SF2",1899,1796,2037,1642
"TM9SF3",7205,6882,5209,4237
"TM9SF4",1912,1929,1744,1836
"TMA16",1103,1000,528,424
"TMA7",3451,3274,2424,2580
"TMBIM1",2258,1779,2522,2772
"TMBIM4",374,314,361,349
"TMBIM6",9492,8651,9537,10255
"TMC1",0,0,1,0
"TMC2",1,3,1,1
"TMC3",0,0,0,1
"TMC3-AS1",0,0,0,0
"TMC4",24,19,19,30
"TMC5",2,2,2,8
"TMC6",820,841,1577,1366
"TMC7",102,96,159,134
"TMC8",23,15,45,31
"TMCC1",555,522,587,667
"TMCC1-AS1",206,203,90,105
"TMCC2",286,280,322,297
"TMCC3",153,155,680,668
"TMCO1",2749,2571,3243,3341
"TMCO2",3,1,0,0
"TMCO3",1266,990,1652,1706
"TMCO4",1041,943,400,414
"TMCO5A",0,0,0,0
"TMCO5B",0,0,0,1
"TMCO6",335,348,209,216
"TMED1",912,784,809,805
"TMED10",5989,5457,5867,5845
"TMED10P1",119,118,161,112
"TMED11P",1,5,0,0
"TMED2",4680,3947,3267,2856
"TMED3",2013,1709,1196,1273
"TMED4",2464,2088,1819,1728
"TMED5",1281,1195,1194,674
"TMED6",19,22,12,20
"TMED7",1334,1254,1252,533
"TMED7-TICAM2",424,379,430,300
"TMED8",22,24,16,8
"TMED9",4781,4641,5662,6481
"TMEFF1",2348,2080,814,617
"TMEFF2",1,2,0,0
"TMEM100",10,10,3,3
"TMEM101",515,429,468,477
"TMEM102",171,146,165,159
"TMEM104",660,693,598,718
"TMEM105",7,7,14,16
"TMEM106A",1,4,4,2
"TMEM106B",494,392,393,202
"TMEM106C",1542,1298,2280,3044
"TMEM107",484,443,281,227
"TMEM108",5,11,5,3
"TMEM108-AS1",0,0,0,0
"TMEM109",1399,1371,665,672
"TMEM11",1391,1189,824,1014
"TMEM110",475,460,362,354
"TMEM110-MUSTN1",150,136,114,76
"TMEM114",0,0,0,0
"TMEM115",1599,1435,1338,1382
"TMEM116",132,83,89,103
"TMEM117",48,47,68,71
"TMEM119",5,3,20,38
"TMEM120A",549,513,578,521
"TMEM120B",3548,3567,2953,3438
"TMEM121",392,375,199,214
"TMEM123",3711,3525,3473,2940
"TMEM125",1,0,5,3
"TMEM126A",315,296,147,192
"TMEM126B",1087,968,632,596
"TMEM127",1050,984,1326,1336
"TMEM128",643,527,481,415
"TMEM129",1432,1281,1669,1468
"TMEM130",101,69,624,691
"TMEM131",2090,1951,1763,1621
"TMEM132A",1072,1066,2060,1665
"TMEM132B",354,340,501,640
"TMEM132C",0,0,0,0
"TMEM132D",0,0,0,0
"TMEM132E",0,0,6,16
"TMEM133",0,0,0,1
"TMEM134",553,446,483,539
"TMEM135",841,801,719,594
"TMEM136",542,576,587,579
"TMEM138",869,854,534,615
"TMEM139",3,7,37,40
"TMEM140",469,457,298,356
"TMEM141",1119,1054,668,627
"TMEM143",172,171,149,155
"TMEM144",430,569,446,401
"TMEM145",101,100,15,18
"TMEM147",2393,2161,1342,1502
"TMEM147-AS1",848,902,607,617
"TMEM14A",158,176,171,153
"TMEM14B",1799,1458,1215,1202
"TMEM14C",3642,2904,2478,2286
"TMEM14E",0,0,0,0
"TMEM150A",412,382,389,448
"TMEM150B",6,3,3,6
"TMEM150C",30,27,48,66
"TMEM151A",32,32,53,56
"TMEM151B",999,990,177,168
"TMEM154",0,0,5,1
"TMEM155",0,1,0,1
"TMEM156",225,226,183,51
"TMEM158",53,64,44,57
"TMEM159",38,49,93,73
"TMEM160",1731,1527,1432,1434
"TMEM161A",1363,1465,745,714
"TMEM161B",345,388,297,212
"TMEM161B-AS1",83,94,55,66
"TMEM163",0,0,0,0
"TMEM164",325,309,1007,1024
"TMEM165",1035,926,1095,614
"TMEM167A",5274,4933,4024,3493
"TMEM167B",522,494,508,412
"TMEM168",434,495,383,305
"TMEM169",5,1,3,3
"TMEM17",49,33,36,42
"TMEM170A",1111,1047,635,567
"TMEM170B",302,310,343,286
"TMEM171",1,2,7,5
"TMEM173",165,143,561,400
"TMEM174",0,0,1,0
"TMEM175",288,381,339,313
"TMEM176A",1,2,3,1
"TMEM176B",72,65,37,38
"TMEM177",1188,1134,601,648
"TMEM178A",273,259,1109,1305
"TMEM178B",9,2,34,25
"TMEM179",0,5,2,2
"TMEM179B",816,686,829,772
"TMEM18",605,499,385,456
"TMEM180",170,131,95,136
"TMEM181",1560,1715,1078,962
"TMEM182",71,65,54,48
"TMEM183A",2696,2318,1598,1829
"TMEM183B",2631,2261,1560,1756
"TMEM184A",173,227,261,294
"TMEM184B",1499,1417,2188,2304
"TMEM184C",528,498,451,470
"TMEM185A",311,305,408,392
"TMEM185B",1631,1464,1126,1192
"TMEM186",477,448,233,321
"TMEM187",53,30,59,59
"TMEM189",2406,2071,1365,1489
"TMEM189-UBE2V1",6891,6534,6162,6886
"TMEM19",248,214,261,272
"TMEM190",51,38,118,120
"TMEM191A",51,45,40,25
"TMEM191B",59,69,78,44
"TMEM191C",59,63,69,43
"TMEM192",584,579,331,406
"TMEM196",0,0,0,0
"TMEM198",298,325,219,263
"TMEM198B",277,310,633,737
"TMEM199",1011,896,658,849
"TMEM2",25,34,382,334
"TMEM200A",0,2,9,2
"TMEM200B",778,841,771,778
"TMEM200C",0,1,0,0
"TMEM201",1941,1834,971,1057
"TMEM202",0,0,0,0
"TMEM203",1299,1144,988,1009
"TMEM204",4,2,5,2
"TMEM205",3018,2732,2151,2374
"TMEM206",793,700,465,497
"TMEM207",0,0,0,0
"TMEM208",828,705,616,657
"TMEM209",660,606,308,167
"TMEM210",0,0,0,0
"TMEM211",0,0,0,0
"TMEM212",1,2,0,1
"TMEM212-AS1",0,0,0,0
"TMEM213",0,0,0,0
"TMEM214",1248,1268,1352,1385
"TMEM215",0,0,0,0
"TMEM216",9,23,12,18
"TMEM217",134,107,120,131
"TMEM218",520,464,183,234
"TMEM219",1004,892,960,1007
"TMEM220",238,200,164,194
"TMEM220-AS1",47,41,31,47
"TMEM221",81,59,49,112
"TMEM222",911,827,713,760
"TMEM223",534,449,336,345
"TMEM225",0,0,0,0
"TMEM229A",0,0,0,0
"TMEM229B",22,20,344,298
"TMEM230",2927,2549,2611,2352
"TMEM231",758,685,406,354
"TMEM232",7,7,7,17
"TMEM233",0,0,0,0
"TMEM234",327,336,337,303
"TMEM235",0,1,0,0
"TMEM236",10,31,53,10
"TMEM237",1778,1644,1374,1644
"TMEM238",0,1,2,1
"TMEM239",3,2,4,1
"TMEM240",5,4,10,7
"TMEM241",275,243,181,216
"TMEM242",474,467,524,620
"TMEM243",874,811,570,508
"TMEM244",2,1,0,0
"TMEM245",983,953,1047,796
"TMEM246",478,453,496,580
"TMEM246-AS1",4,8,2,8
"TMEM247",0,0,0,0
"TMEM248",2250,2075,2140,2385
"TMEM249",175,170,116,103
"TMEM25",156,182,276,315
"TMEM251",607,528,331,365
"TMEM252",0,0,0,0
"TMEM253",45,29,21,22
"TMEM254",516,407,326,391
"TMEM254-AS1",51,46,26,41
"TMEM255A",1,1,0,2
"TMEM255B",10,8,22,17
"TMEM256",1529,1265,1237,1333
"TMEM256-PLSCR3",943,894,971,954
"TMEM257",0,0,0,0
"TMEM258",1746,1553,1008,1339
"TMEM259",6854,7447,5487,5319
"TMEM26",89,81,62,58
"TMEM26-AS1",6,2,4,5
"TMEM260",444,396,444,494
"TMEM261",1130,945,1268,1287
"TMEM262",20,23,20,19
"TMEM263",928,906,1034,686
"TMEM265",198,200,188,241
"TMEM27",15,15,63,31
"TMEM30A",2292,2176,2917,1766
"TMEM30B",0,1,0,0
"TMEM30C",1,0,0,0
"TMEM31",2,1,1,1
"TMEM33",1965,1953,1091,1036
"TMEM35",47,28,93,54
"TMEM37",183,146,369,388
"TMEM38A",13,13,5,7
"TMEM38B",348,303,241,131
"TMEM39A",726,697,571,671
"TMEM39B",557,541,343,396
"TMEM40",26,16,37,22
"TMEM41A",795,679,543,571
"TMEM41B",2064,2060,1280,862
"TMEM42",415,331,255,243
"TMEM43",2357,2073,2312,2097
"TMEM44",250,275,250,252
"TMEM44-AS1",71,59,47,69
"TMEM45A",76,74,147,127
"TMEM45B",26,25,8,18
"TMEM47",1,1,0,0
"TMEM5",439,411,272,341
"TMEM5-AS1",51,48,28,42
"TMEM50A",1603,1515,1498,1585
"TMEM50B",690,665,896,901
"TMEM51",953,866,595,687
"TMEM51-AS1",63,76,31,44
"TMEM52",170,169,50,85
"TMEM52B",5,2,137,95
"TMEM53",255,244,250,261
"TMEM54",480,409,645,620
"TMEM55A",276,244,175,137
"TMEM55B",865,816,610,618
"TMEM56",52,43,186,133
"TMEM56-RWDD3",149,109,151,186
"TMEM57",1902,1797,791,800
"TMEM59",1983,1581,2575,2486
"TMEM59L",299,314,1981,1868
"TMEM60",477,425,542,547
"TMEM61",1,2,0,0
"TMEM62",100,89,206,234
"TMEM63A",274,258,478,458
"TMEM63B",617,586,789,800
"TMEM63C",139,126,186,210
"TMEM64",60,52,108,81
"TMEM65",12,13,9,7
"TMEM67",284,255,198,157
"TMEM68",677,616,480,506
"TMEM69",1516,1431,1126,1177
"TMEM70",1281,1185,862,859
"TMEM71",0,0,2,1
"TMEM72",0,0,0,3
"TMEM72-AS1",0,0,0,0
"TMEM74",4,3,2,1
"TMEM74B",54,90,136,120
"TMEM75",9,6,7,5
"TMEM79",201,181,77,84
"TMEM80",196,238,174,177
"TMEM81",103,79,79,99
"TMEM82",1,1,2,0
"TMEM86A",76,45,79,74
"TMEM86B",139,168,85,115
"TMEM87A",861,809,784,857
"TMEM87B",542,512,693,545
"TMEM88",28,18,35,56
"TMEM88B",17,26,12,13
"TMEM89",3,3,3,3
"TMEM8A",1602,1559,2130,2106
"TMEM8B",257,228,363,331
"TMEM8C",1,2,0,0
"TMEM9",3692,3344,4189,4986
"TMEM91",95,119,115,150
"TMEM92",23,23,129,100
"TMEM92-AS1",1,0,0,1
"TMEM95",0,0,0,1
"TMEM97",2797,2626,1668,1756
"TMEM98",40,30,66,82
"TMEM99",394,332,329,321
"TMEM9B",844,820,857,821
"TMEM9B-AS1",21,24,19,21
"TMF1",1137,1179,933,858
"TMIE",0,3,3,1
"TMIGD1",0,0,0,0
"TMIGD2",2,4,3,7
"TMIGD3",2,1,0,1
"TMLHE",340,299,265,246
"TMLHE-AS1",14,13,13,14
"TMOD1",239,243,399,373
"TMOD2",12,9,39,25
"TMOD3",900,855,1120,774
"TMOD4",10,3,7,6
"TMPO",4269,4201,2225,1707
"TMPO-AS1",463,420,250,212
"TMPPE",34,40,19,23
"TMPRSS11A",0,0,1,1
"TMPRSS11B",0,0,0,0
"TMPRSS11BNL",0,0,0,0
"TMPRSS11D",3,1,0,0
"TMPRSS11E",7,8,6,4
"TMPRSS11F",0,1,0,0
"TMPRSS11GP",0,0,0,0
"TMPRSS12",0,0,1,1
"TMPRSS13",0,0,0,0
"TMPRSS15",3,3,2,0
"TMPRSS2",0,0,0,0
"TMPRSS3",0,0,0,0
"TMPRSS4",0,0,0,1
"TMPRSS4-AS1",0,0,0,0
"TMPRSS5",15,32,18,23
"TMPRSS6",3,10,6,8
"TMPRSS7",1,1,2,0
"TMPRSS9",22,19,21,23
"TMSB10",13717,11724,41161,45282
"TMSB15A",25,23,50,54
"TMSB15B",0,0,9,4
"TMSB4X",39374,32786,35613,36587
"TMSB4Y",59,47,26,27
"TMTC1",1,0,19,7
"TMTC2",11,6,9,4
"TMTC3",470,492,519,340
"TMTC4",358,336,234,212
"TMUB1",1980,1953,1815,2080
"TMUB2",636,676,810,850
"TMX1",1205,1145,771,542
"TMX2",3126,2712,1778,1914
"TMX2-CTNND1",3653,3475,4061,4360
"TMX3",851,939,814,591
"TMX4",553,468,492,374
"TNC",0,1,3,2
"TNF",360,288,606,677
"TNFAIP1",2141,1999,2598,3152
"TNFAIP2",337,295,384,334
"TNFAIP3",30,38,90,57
"TNFAIP6",0,1,4,1
"TNFAIP8",677,645,595,601
"TNFAIP8L1",632,517,329,381
"TNFAIP8L2",0,1,3,0
"TNFAIP8L2-SCNM1",616,518,433,476
"TNFAIP8L3",0,1,37,38
"TNFRSF10A",0,0,0,1
"TNFRSF10B",7377,7302,6275,6112
"TNFRSF10C",28,26,40,35
"TNFRSF10D",5159,4413,3420,3337
"TNFRSF11A",20,13,48,37
"TNFRSF11B",0,0,0,0
"TNFRSF12A",2735,2243,2974,3389
"TNFRSF13B",0,0,0,0
"TNFRSF13C",8,4,5,7
"TNFRSF14",106,111,74,89
"TNFRSF17",1,0,2,0
"TNFRSF18",0,3,0,0
"TNFRSF19",2,0,9,10
"TNFRSF1A",2700,2281,1863,1874
"TNFRSF1B",1,3,1,0
"TNFRSF21",27,34,118,88
"TNFRSF25",208,238,287,272
"TNFRSF4",3,2,6,4
"TNFRSF6B",119,134,78,80
"TNFRSF8",13,9,7,3
"TNFRSF9",10,4,166,93
"TNFSF10",0,0,6,2
"TNFSF11",0,0,0,0
"TNFSF12",1,1,4,1
"TNFSF12-TNFSF13",28,36,26,35
"TNFSF13",59,71,42,59
"TNFSF13B",8,9,12,6
"TNFSF14",1,0,1,2
"TNFSF15",0,0,9,5
"TNFSF18",0,0,5,1
"TNFSF4",17,16,34,27
"TNFSF8",0,0,0,0
"TNFSF9",4226,3777,4602,4189
"TNIK",1,1,2,3
"TNIP1",1707,1397,2315,2324
"TNIP2",1185,1020,817,727
"TNIP3",0,1,0,0
"TNK1",14,16,27,26
"TNK2",1523,1724,1917,1805
"TNKS",1468,1423,1226,1350
"TNKS1BP1",2843,2551,3486,3752
"TNKS2",2722,2714,1433,910
"TNKS2-AS1",25,21,12,12
"TNMD",0,0,3,0
"TNN",0,0,0,1
"TNNC1",407,322,1932,2592
"TNNC2",80,70,170,99
"TNNI1",160,96,792,1091
"TNNI2",4,2,2,3
"TNNI3",153,140,52,43
"TNNI3K",3,3,2,1
"TNNT1",4710,3893,3181,3627
"TNNT2",147,122,470,579
"TNNT3",6,4,0,3
"TNP1",0,0,0,0
"TNP2",0,0,0,0
"TNPO1",4187,4023,3034,2080
"TNPO2",3418,3616,2194,2224
"TNPO3",3284,3156,2406,2818
"TNR",0,0,0,0
"TNRC18",3778,3619,2985,3015
"TNRC18P1",11,11,2,6
"TNRC6A",1708,2090,1479,1353
"TNRC6B",1423,1410,1152,1056
"TNRC6C",162,166,361,391
"TNRC6C-AS1",103,116,260,253
"TNS1",5,2,61,45
"TNS2",699,658,324,276
"TNS3",3270,3051,4088,4236
"TNS4",6,4,5,5
"TNXA",337,437,307,366
"TNXB",513,680,612,648
"TOB1",2461,2392,1599,1654
"TOB1-AS1",22,18,28,33
"TOB2",2434,2359,1804,2079
"TOB2P1",23,12,25,16
"TOE1",711,718,390,421
"TOLLIP",2088,1748,1544,1437
"TOLLIP-AS1",15,13,8,10
"TOM1",759,670,1026,1117
"TOM1L1",266,238,220,202
"TOM1L2",5484,5323,2595,2606
"TOMM20",6799,5891,4611,4486
"TOMM20L",35,27,26,16
"TOMM22",3123,2837,1670,1953
"TOMM34",2223,2063,2284,2760
"TOMM40",5650,5159,2733,2821
"TOMM40L",919,782,656,723
"TOMM5",4653,4193,2638,2971
"TOMM6",4102,3714,2112,2414
"TOMM7",2904,2500,1829,2381
"TOMM70A",2702,2867,1427,1606
"TONSL",1517,1695,1097,1105
"TONSL-AS1",69,66,46,68
"TOP1",2884,2788,1793,1882
"TOP1MT",1177,1173,598,801
"TOP1P1",479,459,308,242
"TOP1P2",67,55,45,124
"TOP2A",6625,6331,5871,5150
"TOP2B",3203,3167,3161,3768
"TOP3A",1281,1246,563,758
"TOP3B",913,974,917,984
"TOPAZ1",0,1,0,0
"TOPBP1",1861,2005,1576,1627
"TOPORS",967,976,539,741
"TOPORS-AS1",96,98,63,101
"TOR1A",1599,1476,1261,1319
"TOR1AIP1",925,825,720,649
"TOR1AIP2",1892,1834,1516,1580
"TOR1B",603,568,552,529
"TOR2A",446,443,559,589
"TOR3A",1540,1434,1110,1305
"TOR4A",1111,1097,660,624
"TOX",0,0,0,1
"TOX2",923,812,273,173
"TOX3",0,0,0,0
"TOX4",2908,2655,2142,2410
"TP53",2042,1837,1572,1691
"TP53AIP1",0,0,0,0
"TP53BP1",2814,2772,2453,2647
"TP53BP2",6331,5973,2219,2450
"TP53I11",16895,15039,8825,9067
"TP53I13",758,744,789,750
"TP53I3",1915,1861,1277,1531
"TP53INP1",2101,2206,2550,1904
"TP53INP2",595,531,1308,1302
"TP53RK",874,766,500,581
"TP53TG1",289,233,285,290
"TP53TG3",59,57,28,23
"TP53TG3B",59,57,28,23
"TP53TG3C",41,34,15,18
"TP53TG3D",94,100,43,29
"TP53TG5",19,8,11,10
"TP63",1,1,0,1
"TP73",208,177,195,207
"TP73-AS1",839,984,954,914
"TPBG",113,148,150,105
"TPBGL",36,23,25,19
"TPCN1",804,871,1057,1048
"TPCN2",272,282,248,268
"TPD52",190,204,215,195
"TPD52L1",114,83,891,1082
"TPD52L2",4803,4428,3801,3788
"TPD52L3",0,0,0,0
"TPGS1",650,586,497,568
"TPGS2",2793,2519,3515,3493
"TPH1",15,13,3,6
"TPH2",0,0,2,0
"TPI1",15424,13454,9258,10298
"TPI1P2",108,78,59,67
"TPI1P3",925,789,555,828
"TPK1",61,62,25,36
"TPM1",3957,3442,27391,28461
"TPM2",11941,10782,13089,14268
"TPM3",13704,12555,9947,10786
"TPM3P9",149,149,77,112
"TPM4",11733,10303,14271,16600
"TPMT",559,457,598,584
"TPO",0,2,0,0
"TPP1",2229,2169,2799,2661
"TPP2",1439,1546,1246,1159
"TPPP",174,168,360,453
"TPPP2",0,0,0,0
"TPPP3",171,159,279,301
"TPR",5769,6013,4336,5398
"TPRA1",759,672,1048,1008
"TPRG1",0,0,1,0
"TPRG1-AS1",0,0,1,0
"TPRG1-AS2",0,0,0,0
"TPRG1L",906,828,1039,1005
"TPRKB",762,741,481,467
"TPRN",461,462,364,396
"TPRX1",178,152,14,12
"TPRXL",0,1,1,0
"TPSAB1",1,0,0,0
"TPSB2",2,0,0,2
"TPSD1",0,0,1,0
"TPSG1",35,50,33,32
"TPST1",275,277,516,514
"TPST2",572,542,606,612
"TPT1",47561,37786,39539,49930
"TPT1-AS1",504,531,756,597
"TPTE",8,6,8,2
"TPTE2",3,3,3,1
"TPTE2P1",19,31,50,53
"TPTE2P3",3,3,6,5
"TPTE2P5",110,115,82,54
"TPTE2P6",17,15,11,19
"TPTEP1",1,1,1,1
"TPX2",3615,3399,3439,3847
"TRA2A",1888,1905,2155,2378
"TRA2B",7443,6653,4186,4554
"TRABD",2192,2257,1195,1161
"TRABD2A",339,287,1038,1101
"TRABD2B",1,1,22,16
"TRADD",79,85,102,112
"TRAF1",153,105,380,254
"TRAF2",604,609,631,632
"TRAF3",1398,1306,1265,1340
"TRAF3IP1",935,948,624,644
"TRAF3IP2",697,642,631,732
"TRAF3IP2-AS1",134,127,159,143
"TRAF3IP3",38,32,24,26
"TRAF4",2486,2354,1981,1931
"TRAF5",0,1,0,0
"TRAF6",317,326,292,335
"TRAF7",2147,2067,1633,1787
"TRAFD1",993,932,884,983
"TRAIP",591,579,347,355
"TRAK1",660,622,1064,1135
"TRAK2",1358,1318,1344,1175
"TRAM1",2373,2122,2261,1166
"TRAM1L1",32,24,36,32
"TRAM2",847,814,1856,1972
"TRAM2-AS1",139,138,161,191
"TRANK1",130,119,150,159
"TRAP1",6535,5888,3571,4079
"TRAPPC1",3209,2893,3744,3984
"TRAPPC10",851,998,840,790
"TRAPPC11",535,509,479,420
"TRAPPC12",1003,981,960,852
"TRAPPC13",617,572,433,418
"TRAPPC2",317,278,301,263
"TRAPPC2B",254,209,176,161
"TRAPPC2L",911,822,695,688
"TRAPPC3",2538,2270,1608,2004
"TRAPPC3L",0,0,1,0
"TRAPPC4",989,890,737,899
"TRAPPC5",2345,2239,1463,1348
"TRAPPC6A",574,453,572,655
"TRAPPC6B",2433,2258,1218,1217
"TRAPPC8",1425,1478,1212,1186
"TRAPPC9",396,329,410,506
"TRAT1",0,0,0,0
"TRDMT1",106,103,127,105
"TRDN",0,1,1,0
"TREH",0,0,6,2
"TREM1",0,0,0,0
"TREM2",0,0,57,28
"TREML1",0,0,10,5
"TREML2",1,0,1,0
"TREML3P",0,0,0,0
"TREML4",0,0,0,0
"TREML5P",0,0,0,0
"TRERF1",1048,1036,962,732
"TRERNA1",0,0,0,0
"TREX1",177,133,180,163
"TREX2",5,9,3,7
"TRG-AS1",2,4,4,8
"TRH",0,0,0,0
"TRHDE",3,1,3,1
"TRHDE-AS1",0,0,0,0
"TRHR",0,0,0,0
"TRIAP1",3075,2756,1638,2041
"TRIB1",622,536,781,806
"TRIB2",1120,1010,409,428
"TRIB3",1310,685,1101,528
"TRIL",0,0,0,0
"TRIM10",1,1,2,2
"TRIM11",1201,1131,944,1059
"TRIM13",737,677,486,507
"TRIM14",903,894,517,543
"TRIM15",2,1,1,3
"TRIM16",342,412,696,685
"TRIM16L",141,138,281,260
"TRIM17",3,5,11,2
"TRIM2",37,42,182,109
"TRIM21",381,329,465,543
"TRIM22",15,16,475,291
"TRIM23",378,354,265,145
"TRIM24",958,891,1257,1202
"TRIM25",752,696,858,812
"TRIM26",1152,1196,788,876
"TRIM27",4397,4095,2898,3107
"TRIM28",16240,15490,8880,9380
"TRIM29",1,2,27,14
"TRIM3",368,398,340,288
"TRIM31",1,0,3,2
"TRIM31-AS1",0,0,0,0
"TRIM32",1167,1164,917,864
"TRIM33",1011,1083,1020,696
"TRIM34",0,0,7,10
"TRIM35",739,841,502,421
"TRIM36",7,3,9,7
"TRIM37",1470,1603,1238,1197
"TRIM38",10,10,98,80
"TRIM39",781,793,539,620
"TRIM39-RPP21",736,684,452,478
"TRIM4",254,250,217,243
"TRIM40",2,2,4,3
"TRIM41",1337,1351,909,925
"TRIM42",0,0,0,0
"TRIM43",3387,3465,845,745
"TRIM43B",3787,3817,917,869
"TRIM44",2292,2184,1936,2276
"TRIM45",175,184,315,336
"TRIM46",9,14,10,2
"TRIM47",360,312,99,81
"TRIM48",552,526,50,48
"TRIM49",3324,3471,644,811
"TRIM49B",766,805,134,159
"TRIM49C",2784,2825,538,689
"TRIM49D1",3745,3487,370,450
"TRIM49D2",3883,3603,379,457
"TRIM5",365,383,415,334
"TRIM50",10,24,25,39
"TRIM51",71,89,4,6
"TRIM51HP",8,8,0,2
"TRIM52",305,366,300,250
"TRIM52-AS1",277,219,200,184
"TRIM53AP",1579,1527,200,181
"TRIM54",3,13,77,106
"TRIM55",9906,8963,4714,3035
"TRIM56",415,423,308,324
"TRIM58",0,1,0,0
"TRIM59",7,20,9,14
"TRIM6",3,2,5,5
"TRIM6-TRIM34",0,0,7,11
"TRIM60",2,2,3,1
"TRIM61",1,2,1,0
"TRIM62",176,191,456,493
"TRIM63",5,4,46,54
"TRIM64",2926,2752,347,255
"TRIM64B",4295,4027,495,377
"TRIM64C",400,372,46,28
"TRIM65",2686,2622,1379,1594
"TRIM66",206,269,183,205
"TRIM67",5,4,7,5
"TRIM68",347,375,250,226
"TRIM69",10,4,16,15
"TRIM7",54,62,20,33
"TRIM71",282,344,150,90
"TRIM72",1,1,1,1
"TRIM73",51,102,98,88
"TRIM74",49,101,98,88
"TRIM77",0,0,0,0
"TRIM8",1734,1447,1827,1807
"TRIM9",11,4,6,1
"TRIML1",0,0,0,0
"TRIML2",1,0,6,4
"TRIO",1203,1205,1645,1318
"TRIOBP",1413,1290,1610,1537
"TRIP10",1990,1889,1415,1549
"TRIP11",966,969,1086,1130
"TRIP12",5943,5949,4608,4600
"TRIP13",1260,1315,695,734
"TRIP4",530,441,466,475
"TRIP6",6092,5476,3785,4120
"TRIQK",229,171,245,182
"TRIT1",1410,1343,882,918
"TRMT1",5921,5987,2802,2771
"TRMT10A",212,195,128,177
"TRMT10B",151,145,112,114
"TRMT10C",2013,1907,1053,1113
"TRMT11",361,421,314,331
"TRMT112",3473,2975,2460,3012
"TRMT12",683,687,493,588
"TRMT13",295,369,213,219
"TRMT1L",1164,1117,672,623
"TRMT2A",827,868,701,609
"TRMT2B",274,251,269,299
"TRMT44",266,269,173,217
"TRMT5",1657,1422,1011,1060
"TRMT6",1193,1147,710,629
"TRMT61A",993,959,452,477
"TRMT61B",705,675,501,514
"TRMU",689,744,400,420
"TRNAU1AP",239,265,279,316
"TRNP1",955,703,608,605
"TRNT1",635,640,384,386
"TRO",203,195,295,322
"TROAP",1117,1205,1019,1033
"TROVE2",592,585,427,268
"TRPA1",0,0,0,0
"TRPC1",294,273,517,377
"TRPC2",0,1,9,2
"TRPC3",2,1,0,0
"TRPC4",0,0,0,0
"TRPC4AP",2527,2303,2132,2182
"TRPC5",0,0,0,0
"TRPC5OS",0,1,0,2
"TRPC6",5,1,6,11
"TRPC7",0,3,1,0
"TRPM1",1,3,11,13
"TRPM2",7,3,4,4
"TRPM2-AS",0,0,0,0
"TRPM3",0,0,2,2
"TRPM4",434,451,440,424
"TRPM5",1,1,2,1
"TRPM6",11,11,20,14
"TRPM7",1346,1447,1871,2223
"TRPM8",23,21,11,7
"TRPS1",796,844,959,908
"TRPT1",296,277,335,267
"TRPV1",339,403,260,300
"TRPV2",1556,1347,1272,913
"TRPV3",43,53,46,40
"TRPV4",1,3,2,2
"TRPV5",0,0,0,0
"TRPV6",2,0,0,0
"TRRAP",3221,3101,2335,2621
"TRUB1",691,613,517,269
"TRUB2",1672,1585,1100,1328
"TRY2P",0,0,0,0
"TSACC",40,26,21,23
"TSC1",1040,1106,1263,1475
"TSC2",1115,1193,1210,1369
"TSC22D1",2448,2422,3005,3155
"TSC22D1-AS1",30,50,40,42
"TSC22D2",592,636,1173,818
"TSC22D3",3,8,27,13
"TSC22D4",3349,3216,2352,2297
"TSEN15",1060,910,760,725
"TSEN2",441,489,197,217
"TSEN34",3304,2869,2058,1966
"TSEN54",679,683,485,550
"TSFM",1434,1328,845,924
"TSG1",0,1,0,0
"TSG101",1560,1377,1314,1723
